rank,book,chapter,verse,word_count,char_count,char_aggregate,word_aggregate
1,1,1,1,0,0,0,0
2,1,1,2,0,0,0,0
3,1,1,3,0,0,0,0
4,1,1,4,0,0,0,0
5,1,1,5,0,0,0,0
6,1,1,6,0,0,0,0
7,1,1,7,0,0,0,0
8,1,1,8,0,0,0,0
9,1,1,9,0,0,0,0
10,1,1,10,0,0,0,0
11,1,1,11,0,0,0,0
12,1,1,12,0,0,0,0
13,1,1,13,0,0,0,0
14,1,1,14,0,0,0,0
15,1,1,15,0,0,0,0
16,1,1,16,0,0,0,0
17,1,1,17,0,0,0,0
18,1,1,18,0,0,0,0
19,1,1,19,0,0,0,0
20,1,1,20,0,0,0,0
21,1,1,21,0,0,0,0
22,1,1,22,0,0,0,0
23,1,1,23,0,0,0,0
24,1,1,24,0,0,0,0
25,1,1,25,0,0,0,0
26,1,1,26,0,0,0,0
27,1,1,27,0,0,0,0
28,1,1,28,0,0,0,0
29,1,1,29,0,0,0,0
30,1,1,30,0,0,0,0
31,1,1,31,0,0,0,0
32,1,2,1,0,0,0,0
33,1,2,2,0,0,0,0
34,1,2,3,0,0,0,0
35,1,2,4,0,0,0,0
36,1,2,5,0,0,0,0
37,1,2,6,0,0,0,0
38,1,2,7,0,0,0,0
39,1,2,8,0,0,0,0
40,1,2,9,0,0,0,0
41,1,2,10,0,0,0,0
42,1,2,11,0,0,0,0
43,1,2,12,0,0,0,0
44,1,2,13,0,0,0,0
45,1,2,14,0,0,0,0
46,1,2,15,0,0,0,0
47,1,2,16,0,0,0,0
48,1,2,17,0,0,0,0
49,1,2,18,0,0,0,0
50,1,2,19,0,0,0,0
51,1,2,20,0,0,0,0
52,1,2,21,0,0,0,0
53,1,2,22,0,0,0,0
54,1,2,23,0,0,0,0
55,1,2,24,0,0,0,0
56,1,2,25,0,0,0,0
57,1,3,1,0,0,0,0
58,1,3,2,0,0,0,0
59,1,3,3,0,0,0,0
60,1,3,4,0,0,0,0
61,1,3,5,0,0,0,0
62,1,3,6,0,0,0,0
63,1,3,7,0,0,0,0
64,1,3,8,0,0,0,0
65,1,3,9,0,0,0,0
66,1,3,10,0,0,0,0
67,1,3,11,0,0,0,0
68,1,3,12,0,0,0,0
69,1,3,13,0,0,0,0
70,1,3,14,0,0,0,0
71,1,3,15,0,0,0,0
72,1,3,16,0,0,0,0
73,1,3,17,0,0,0,0
74,1,3,18,0,0,0,0
75,1,3,19,0,0,0,0
76,1,3,20,0,0,0,0
77,1,3,21,0,0,0,0
78,1,3,22,0,0,0,0
79,1,3,23,0,0,0,0
80,1,3,24,0,0,0,0
81,1,4,1,0,0,0,0
82,1,4,2,0,0,0,0
83,1,4,3,0,0,0,0
84,1,4,4,0,0,0,0
85,1,4,5,0,0,0,0
86,1,4,6,0,0,0,0
87,1,4,7,0,0,0,0
88,1,4,8,0,0,0,0
89,1,4,9,0,0,0,0
90,1,4,10,0,0,0,0
91,1,4,11,0,0,0,0
92,1,4,12,0,0,0,0
93,1,4,13,0,0,0,0
94,1,4,14,0,0,0,0
95,1,4,15,0,0,0,0
96,1,4,16,0,0,0,0
97,1,4,17,0,0,0,0
98,1,4,18,0,0,0,0
99,1,4,19,0,0,0,0
100,1,4,20,0,0,0,0
101,1,4,21,0,0,0,0
102,1,4,22,0,0,0,0
103,1,4,23,0,0,0,0
104,1,4,24,0,0,0,0
105,1,4,25,0,0,0,0
106,1,4,26,0,0,0,0
107,1,5,1,0,0,0,0
108,1,5,2,0,0,0,0
109,1,5,3,0,0,0,0
110,1,5,4,0,0,0,0
111,1,5,5,0,0,0,0
112,1,5,6,0,0,0,0
113,1,5,7,0,0,0,0
114,1,5,8,0,0,0,0
115,1,5,9,0,0,0,0
116,1,5,10,0,0,0,0
117,1,5,11,0,0,0,0
118,1,5,12,0,0,0,0
119,1,5,13,0,0,0,0
120,1,5,14,0,0,0,0
121,1,5,15,0,0,0,0
122,1,5,16,0,0,0,0
123,1,5,17,0,0,0,0
124,1,5,18,0,0,0,0
125,1,5,19,0,0,0,0
126,1,5,20,0,0,0,0
127,1,5,21,0,0,0,0
128,1,5,22,0,0,0,0
129,1,5,23,0,0,0,0
130,1,5,24,0,0,0,0
131,1,5,25,0,0,0,0
132,1,5,26,0,0,0,0
133,1,5,27,0,0,0,0
134,1,5,28,0,0,0,0
135,1,5,29,0,0,0,0
136,1,5,30,0,0,0,0
137,1,5,31,0,0,0,0
138,1,5,32,0,0,0,0
139,1,6,1,0,0,0,0
140,1,6,2,0,0,0,0
141,1,6,3,0,0,0,0
142,1,6,4,0,0,0,0
143,1,6,5,0,0,0,0
144,1,6,6,0,0,0,0
145,1,6,7,0,0,0,0
146,1,6,8,0,0,0,0
147,1,6,9,0,0,0,0
148,1,6,10,0,0,0,0
149,1,6,11,0,0,0,0
150,1,6,12,0,0,0,0
151,1,6,13,0,0,0,0
152,1,6,14,0,0,0,0
153,1,6,15,0,0,0,0
154,1,6,16,0,0,0,0
155,1,6,17,0,0,0,0
156,1,6,18,0,0,0,0
157,1,6,19,0,0,0,0
158,1,6,20,0,0,0,0
159,1,6,21,0,0,0,0
160,1,6,22,0,0,0,0
161,1,7,1,0,0,0,0
162,1,7,2,0,0,0,0
163,1,7,3,0,0,0,0
164,1,7,4,0,0,0,0
165,1,7,5,0,0,0,0
166,1,7,6,0,0,0,0
167,1,7,7,0,0,0,0
168,1,7,8,0,0,0,0
169,1,7,9,0,0,0,0
170,1,7,10,0,0,0,0
171,1,7,11,0,0,0,0
172,1,7,12,0,0,0,0
173,1,7,13,0,0,0,0
174,1,7,14,0,0,0,0
175,1,7,15,0,0,0,0
176,1,7,16,0,0,0,0
177,1,7,17,0,0,0,0
178,1,7,18,0,0,0,0
179,1,7,19,0,0,0,0
180,1,7,20,0,0,0,0
181,1,7,21,0,0,0,0
182,1,7,22,0,0,0,0
183,1,7,23,0,0,0,0
184,1,7,24,0,0,0,0
185,1,8,1,0,0,0,0
186,1,8,2,0,0,0,0
187,1,8,3,0,0,0,0
188,1,8,4,0,0,0,0
189,1,8,5,0,0,0,0
190,1,8,6,0,0,0,0
191,1,8,7,0,0,0,0
192,1,8,8,0,0,0,0
193,1,8,9,0,0,0,0
194,1,8,10,0,0,0,0
195,1,8,11,0,0,0,0
196,1,8,12,0,0,0,0
197,1,8,13,0,0,0,0
198,1,8,14,0,0,0,0
199,1,8,15,0,0,0,0
200,1,8,16,0,0,0,0
201,1,8,17,0,0,0,0
202,1,8,18,0,0,0,0
203,1,8,19,0,0,0,0
204,1,8,20,0,0,0,0
205,1,8,21,0,0,0,0
206,1,8,22,0,0,0,0
207,1,9,1,0,0,0,0
208,1,9,2,0,0,0,0
209,1,9,3,0,0,0,0
210,1,9,4,0,0,0,0
211,1,9,5,0,0,0,0
212,1,9,6,0,0,0,0
213,1,9,7,0,0,0,0
214,1,9,8,0,0,0,0
215,1,9,9,0,0,0,0
216,1,9,10,0,0,0,0
217,1,9,11,0,0,0,0
218,1,9,12,0,0,0,0
219,1,9,13,0,0,0,0
220,1,9,14,0,0,0,0
221,1,9,15,0,0,0,0
222,1,9,16,0,0,0,0
223,1,9,17,0,0,0,0
224,1,9,18,0,0,0,0
225,1,9,19,0,0,0,0
226,1,9,20,0,0,0,0
227,1,9,21,0,0,0,0
228,1,9,22,0,0,0,0
229,1,9,23,0,0,0,0
230,1,9,24,0,0,0,0
231,1,9,25,0,0,0,0
232,1,9,26,0,0,0,0
233,1,9,27,0,0,0,0
234,1,9,28,0,0,0,0
235,1,9,29,0,0,0,0
236,1,10,1,0,0,0,0
237,1,10,2,0,0,0,0
238,1,10,3,0,0,0,0
239,1,10,4,0,0,0,0
240,1,10,5,0,0,0,0
241,1,10,6,0,0,0,0
242,1,10,7,0,0,0,0
243,1,10,8,0,0,0,0
244,1,10,9,0,0,0,0
245,1,10,10,0,0,0,0
246,1,10,11,0,0,0,0
247,1,10,12,0,0,0,0
248,1,10,13,0,0,0,0
249,1,10,14,0,0,0,0
250,1,10,15,0,0,0,0
251,1,10,16,0,0,0,0
252,1,10,17,0,0,0,0
253,1,10,18,0,0,0,0
254,1,10,19,0,0,0,0
255,1,10,20,0,0,0,0
256,1,10,21,0,0,0,0
257,1,10,22,0,0,0,0
258,1,10,23,0,0,0,0
259,1,10,24,0,0,0,0
260,1,10,25,0,0,0,0
261,1,10,26,0,0,0,0
262,1,10,27,0,0,0,0
263,1,10,28,0,0,0,0
264,1,10,29,0,0,0,0
265,1,10,30,0,0,0,0
266,1,10,31,0,0,0,0
267,1,10,32,0,0,0,0
268,1,11,1,0,0,0,0
269,1,11,2,0,0,0,0
270,1,11,3,0,0,0,0
271,1,11,4,0,0,0,0
272,1,11,5,0,0,0,0
273,1,11,6,0,0,0,0
274,1,11,7,0,0,0,0
275,1,11,8,0,0,0,0
276,1,11,9,0,0,0,0
277,1,11,10,0,0,0,0
278,1,11,11,0,0,0,0
279,1,11,12,0,0,0,0
280,1,11,13,0,0,0,0
281,1,11,14,0,0,0,0
282,1,11,15,0,0,0,0
283,1,11,16,0,0,0,0
284,1,11,17,0,0,0,0
285,1,11,18,0,0,0,0
286,1,11,19,0,0,0,0
287,1,11,20,0,0,0,0
288,1,11,21,0,0,0,0
289,1,11,22,0,0,0,0
290,1,11,23,0,0,0,0
291,1,11,24,0,0,0,0
292,1,11,25,0,0,0,0
293,1,11,26,0,0,0,0
294,1,11,27,0,0,0,0
295,1,11,28,0,0,0,0
296,1,11,29,0,0,0,0
297,1,11,30,0,0,0,0
298,1,11,31,0,0,0,0
299,1,11,32,0,0,0,0
300,1,12,1,0,0,0,0
301,1,12,2,0,0,0,0
302,1,12,3,0,0,0,0
303,1,12,4,0,0,0,0
304,1,12,5,0,0,0,0
305,1,12,6,0,0,0,0
306,1,12,7,0,0,0,0
307,1,12,8,0,0,0,0
308,1,12,9,0,0,0,0
309,1,12,10,0,0,0,0
310,1,12,11,0,0,0,0
311,1,12,12,0,0,0,0
312,1,12,13,0,0,0,0
313,1,12,14,0,0,0,0
314,1,12,15,0,0,0,0
315,1,12,16,0,0,0,0
316,1,12,17,0,0,0,0
317,1,12,18,0,0,0,0
318,1,12,19,0,0,0,0
319,1,12,20,0,0,0,0
320,1,13,1,0,0,0,0
321,1,13,2,0,0,0,0
322,1,13,3,0,0,0,0
323,1,13,4,0,0,0,0
324,1,13,5,0,0,0,0
325,1,13,6,0,0,0,0
326,1,13,7,0,0,0,0
327,1,13,8,0,0,0,0
328,1,13,9,0,0,0,0
329,1,13,10,0,0,0,0
330,1,13,11,0,0,0,0
331,1,13,12,0,0,0,0
332,1,13,13,0,0,0,0
333,1,13,14,0,0,0,0
334,1,13,15,0,0,0,0
335,1,13,16,0,0,0,0
336,1,13,17,0,0,0,0
337,1,13,18,0,0,0,0
338,1,14,1,0,0,0,0
339,1,14,2,0,0,0,0
340,1,14,3,0,0,0,0
341,1,14,4,0,0,0,0
342,1,14,5,0,0,0,0
343,1,14,6,0,0,0,0
344,1,14,7,0,0,0,0
345,1,14,8,0,0,0,0
346,1,14,9,0,0,0,0
347,1,14,10,0,0,0,0
348,1,14,11,0,0,0,0
349,1,14,12,0,0,0,0
350,1,14,13,0,0,0,0
351,1,14,14,0,0,0,0
352,1,14,15,0,0,0,0
353,1,14,16,0,0,0,0
354,1,14,17,0,0,0,0
355,1,14,18,0,0,0,0
356,1,14,19,0,0,0,0
357,1,14,20,0,0,0,0
358,1,14,21,0,0,0,0
359,1,14,22,0,0,0,0
360,1,14,23,0,0,0,0
361,1,14,24,0,0,0,0
362,1,15,1,0,0,0,0
363,1,15,2,0,0,0,0
364,1,15,3,0,0,0,0
365,1,15,4,0,0,0,0
366,1,15,5,0,0,0,0
367,1,15,6,0,0,0,0
368,1,15,7,0,0,0,0
369,1,15,8,0,0,0,0
370,1,15,9,0,0,0,0
371,1,15,10,0,0,0,0
372,1,15,11,0,0,0,0
373,1,15,12,0,0,0,0
374,1,15,13,0,0,0,0
375,1,15,14,0,0,0,0
376,1,15,15,0,0,0,0
377,1,15,16,0,0,0,0
378,1,15,17,0,0,0,0
379,1,15,18,0,0,0,0
380,1,15,19,0,0,0,0
381,1,15,20,0,0,0,0
382,1,15,21,0,0,0,0
383,1,16,1,0,0,0,0
384,1,16,2,0,0,0,0
385,1,16,3,0,0,0,0
386,1,16,4,0,0,0,0
387,1,16,5,0,0,0,0
388,1,16,6,0,0,0,0
389,1,16,7,0,0,0,0
390,1,16,8,0,0,0,0
391,1,16,9,0,0,0,0
392,1,16,10,0,0,0,0
393,1,16,11,0,0,0,0
394,1,16,12,0,0,0,0
395,1,16,13,0,0,0,0
396,1,16,14,0,0,0,0
397,1,16,15,0,0,0,0
398,1,16,16,0,0,0,0
399,1,17,1,0,0,0,0
400,1,17,2,0,0,0,0
401,1,17,3,0,0,0,0
402,1,17,4,0,0,0,0
403,1,17,5,0,0,0,0
404,1,17,6,0,0,0,0
405,1,17,7,0,0,0,0
406,1,17,8,0,0,0,0
407,1,17,9,0,0,0,0
408,1,17,10,0,0,0,0
409,1,17,11,0,0,0,0
410,1,17,12,0,0,0,0
411,1,17,13,0,0,0,0
412,1,17,14,0,0,0,0
413,1,17,15,0,0,0,0
414,1,17,16,0,0,0,0
415,1,17,17,0,0,0,0
416,1,17,18,0,0,0,0
417,1,17,19,0,0,0,0
418,1,17,20,0,0,0,0
419,1,17,21,0,0,0,0
420,1,17,22,0,0,0,0
421,1,17,23,0,0,0,0
422,1,17,24,0,0,0,0
423,1,17,25,0,0,0,0
424,1,17,26,0,0,0,0
425,1,17,27,0,0,0,0
426,1,18,1,0,0,0,0
427,1,18,2,0,0,0,0
428,1,18,3,0,0,0,0
429,1,18,4,0,0,0,0
430,1,18,5,0,0,0,0
431,1,18,6,0,0,0,0
432,1,18,7,0,0,0,0
433,1,18,8,0,0,0,0
434,1,18,9,0,0,0,0
435,1,18,10,0,0,0,0
436,1,18,11,0,0,0,0
437,1,18,12,0,0,0,0
438,1,18,13,0,0,0,0
439,1,18,14,0,0,0,0
440,1,18,15,0,0,0,0
441,1,18,16,0,0,0,0
442,1,18,17,0,0,0,0
443,1,18,18,0,0,0,0
444,1,18,19,0,0,0,0
445,1,18,20,0,0,0,0
446,1,18,21,0,0,0,0
447,1,18,22,0,0,0,0
448,1,18,23,0,0,0,0
449,1,18,24,0,0,0,0
450,1,18,25,0,0,0,0
451,1,18,26,0,0,0,0
452,1,18,27,0,0,0,0
453,1,18,28,0,0,0,0
454,1,18,29,0,0,0,0
455,1,18,30,0,0,0,0
456,1,18,31,0,0,0,0
457,1,18,32,0,0,0,0
458,1,18,33,0,0,0,0
459,1,19,1,0,0,0,0
460,1,19,2,0,0,0,0
461,1,19,3,0,0,0,0
462,1,19,4,0,0,0,0
463,1,19,5,0,0,0,0
464,1,19,6,0,0,0,0
465,1,19,7,0,0,0,0
466,1,19,8,0,0,0,0
467,1,19,9,0,0,0,0
468,1,19,10,0,0,0,0
469,1,19,11,0,0,0,0
470,1,19,12,0,0,0,0
471,1,19,13,0,0,0,0
472,1,19,14,0,0,0,0
473,1,19,15,0,0,0,0
474,1,19,16,0,0,0,0
475,1,19,17,0,0,0,0
476,1,19,18,0,0,0,0
477,1,19,19,0,0,0,0
478,1,19,20,0,0,0,0
479,1,19,21,0,0,0,0
480,1,19,22,0,0,0,0
481,1,19,23,0,0,0,0
482,1,19,24,0,0,0,0
483,1,19,25,0,0,0,0
484,1,19,26,0,0,0,0
485,1,19,27,0,0,0,0
486,1,19,28,0,0,0,0
487,1,19,29,0,0,0,0
488,1,19,30,0,0,0,0
489,1,19,31,0,0,0,0
490,1,19,32,0,0,0,0
491,1,19,33,0,0,0,0
492,1,19,34,0,0,0,0
493,1,19,35,0,0,0,0
494,1,19,36,0,0,0,0
495,1,19,37,0,0,0,0
496,1,19,38,0,0,0,0
497,1,20,1,0,0,0,0
498,1,20,2,0,0,0,0
499,1,20,3,0,0,0,0
500,1,20,4,0,0,0,0
501,1,20,5,0,0,0,0
502,1,20,6,0,0,0,0
503,1,20,7,0,0,0,0
504,1,20,8,0,0,0,0
505,1,20,9,0,0,0,0
506,1,20,10,0,0,0,0
507,1,20,11,0,0,0,0
508,1,20,12,0,0,0,0
509,1,20,13,0,0,0,0
510,1,20,14,0,0,0,0
511,1,20,15,0,0,0,0
512,1,20,16,0,0,0,0
513,1,20,17,0,0,0,0
514,1,20,18,0,0,0,0
515,1,21,1,0,0,0,0
516,1,21,2,0,0,0,0
517,1,21,3,0,0,0,0
518,1,21,4,0,0,0,0
519,1,21,5,0,0,0,0
520,1,21,6,0,0,0,0
521,1,21,7,0,0,0,0
522,1,21,8,0,0,0,0
523,1,21,9,0,0,0,0
524,1,21,10,0,0,0,0
525,1,21,11,0,0,0,0
526,1,21,12,0,0,0,0
527,1,21,13,0,0,0,0
528,1,21,14,0,0,0,0
529,1,21,15,0,0,0,0
530,1,21,16,0,0,0,0
531,1,21,17,0,0,0,0
532,1,21,18,0,0,0,0
533,1,21,19,0,0,0,0
534,1,21,20,0,0,0,0
535,1,21,21,0,0,0,0
536,1,21,22,0,0,0,0
537,1,21,23,0,0,0,0
538,1,21,24,0,0,0,0
539,1,21,25,0,0,0,0
540,1,21,26,0,0,0,0
541,1,21,27,0,0,0,0
542,1,21,28,0,0,0,0
543,1,21,29,0,0,0,0
544,1,21,30,0,0,0,0
545,1,21,31,0,0,0,0
546,1,21,32,0,0,0,0
547,1,21,33,0,0,0,0
548,1,21,34,0,0,0,0
549,1,22,1,0,0,0,0
550,1,22,2,0,0,0,0
551,1,22,3,0,0,0,0
552,1,22,4,0,0,0,0
553,1,22,5,0,0,0,0
554,1,22,6,0,0,0,0
555,1,22,7,0,0,0,0
556,1,22,8,0,0,0,0
557,1,22,9,0,0,0,0
558,1,22,10,0,0,0,0
559,1,22,11,0,0,0,0
560,1,22,12,0,0,0,0
561,1,22,13,0,0,0,0
562,1,22,14,0,0,0,0
563,1,22,15,0,0,0,0
564,1,22,16,0,0,0,0
565,1,22,17,0,0,0,0
566,1,22,18,0,0,0,0
567,1,22,19,0,0,0,0
568,1,22,20,0,0,0,0
569,1,22,21,0,0,0,0
570,1,22,22,0,0,0,0
571,1,22,23,0,0,0,0
572,1,22,24,0,0,0,0
573,1,23,1,0,0,0,0
574,1,23,2,0,0,0,0
575,1,23,3,0,0,0,0
576,1,23,4,0,0,0,0
577,1,23,5,0,0,0,0
578,1,23,6,0,0,0,0
579,1,23,7,0,0,0,0
580,1,23,8,0,0,0,0
581,1,23,9,0,0,0,0
582,1,23,10,0,0,0,0
583,1,23,11,0,0,0,0
584,1,23,12,0,0,0,0
585,1,23,13,0,0,0,0
586,1,23,14,0,0,0,0
587,1,23,15,0,0,0,0
588,1,23,16,0,0,0,0
589,1,23,17,0,0,0,0
590,1,23,18,0,0,0,0
591,1,23,19,0,0,0,0
592,1,23,20,0,0,0,0
593,1,24,1,0,0,0,0
594,1,24,2,0,0,0,0
595,1,24,3,0,0,0,0
596,1,24,4,0,0,0,0
597,1,24,5,0,0,0,0
598,1,24,6,0,0,0,0
599,1,24,7,0,0,0,0
600,1,24,8,0,0,0,0
601,1,24,9,0,0,0,0
602,1,24,10,0,0,0,0
603,1,24,11,0,0,0,0
604,1,24,12,0,0,0,0
605,1,24,13,0,0,0,0
606,1,24,14,0,0,0,0
607,1,24,15,0,0,0,0
608,1,24,16,0,0,0,0
609,1,24,17,0,0,0,0
610,1,24,18,0,0,0,0
611,1,24,19,0,0,0,0
612,1,24,20,0,0,0,0
613,1,24,21,0,0,0,0
614,1,24,22,0,0,0,0
615,1,24,23,0,0,0,0
616,1,24,24,0,0,0,0
617,1,24,25,0,0,0,0
618,1,24,26,0,0,0,0
619,1,24,27,0,0,0,0
620,1,24,28,0,0,0,0
621,1,24,29,0,0,0,0
622,1,24,30,0,0,0,0
623,1,24,31,0,0,0,0
624,1,24,32,0,0,0,0
625,1,24,33,0,0,0,0
626,1,24,34,0,0,0,0
627,1,24,35,0,0,0,0
628,1,24,36,0,0,0,0
629,1,24,37,0,0,0,0
630,1,24,38,0,0,0,0
631,1,24,39,0,0,0,0
632,1,24,40,0,0,0,0
633,1,24,41,0,0,0,0
634,1,24,42,0,0,0,0
635,1,24,43,0,0,0,0
636,1,24,44,0,0,0,0
637,1,24,45,0,0,0,0
638,1,24,46,0,0,0,0
639,1,24,47,0,0,0,0
640,1,24,48,0,0,0,0
641,1,24,49,0,0,0,0
642,1,24,50,0,0,0,0
643,1,24,51,0,0,0,0
644,1,24,52,0,0,0,0
645,1,24,53,0,0,0,0
646,1,24,54,0,0,0,0
647,1,24,55,0,0,0,0
648,1,24,56,0,0,0,0
649,1,24,57,0,0,0,0
650,1,24,58,0,0,0,0
651,1,24,59,0,0,0,0
652,1,24,60,0,0,0,0
653,1,24,61,0,0,0,0
654,1,24,62,0,0,0,0
655,1,24,63,0,0,0,0
656,1,24,64,0,0,0,0
657,1,24,65,0,0,0,0
658,1,24,66,0,0,0,0
659,1,24,67,0,0,0,0
660,1,25,1,0,0,0,0
661,1,25,2,0,0,0,0
662,1,25,3,0,0,0,0
663,1,25,4,0,0,0,0
664,1,25,5,0,0,0,0
665,1,25,6,0,0,0,0
666,1,25,7,0,0,0,0
667,1,25,8,0,0,0,0
668,1,25,9,0,0,0,0
669,1,25,10,0,0,0,0
670,1,25,11,0,0,0,0
671,1,25,12,0,0,0,0
672,1,25,13,0,0,0,0
673,1,25,14,0,0,0,0
674,1,25,15,0,0,0,0
675,1,25,16,0,0,0,0
676,1,25,17,0,0,0,0
677,1,25,18,0,0,0,0
678,1,25,19,0,0,0,0
679,1,25,20,0,0,0,0
680,1,25,21,0,0,0,0
681,1,25,22,0,0,0,0
682,1,25,23,0,0,0,0
683,1,25,24,0,0,0,0
684,1,25,25,0,0,0,0
685,1,25,26,0,0,0,0
686,1,25,27,0,0,0,0
687,1,25,28,0,0,0,0
688,1,25,29,0,0,0,0
689,1,25,30,0,0,0,0
690,1,25,31,0,0,0,0
691,1,25,32,0,0,0,0
692,1,25,33,0,0,0,0
693,1,25,34,0,0,0,0
694,1,26,1,0,0,0,0
695,1,26,2,0,0,0,0
696,1,26,3,0,0,0,0
697,1,26,4,0,0,0,0
698,1,26,5,0,0,0,0
699,1,26,6,0,0,0,0
700,1,26,7,0,0,0,0
701,1,26,8,0,0,0,0
702,1,26,9,0,0,0,0
703,1,26,10,0,0,0,0
704,1,26,11,0,0,0,0
705,1,26,12,0,0,0,0
706,1,26,13,0,0,0,0
707,1,26,14,0,0,0,0
708,1,26,15,0,0,0,0
709,1,26,16,0,0,0,0
710,1,26,17,0,0,0,0
711,1,26,18,0,0,0,0
712,1,26,19,0,0,0,0
713,1,26,20,0,0,0,0
714,1,26,21,0,0,0,0
715,1,26,22,0,0,0,0
716,1,26,23,0,0,0,0
717,1,26,24,0,0,0,0
718,1,26,25,0,0,0,0
719,1,26,26,0,0,0,0
720,1,26,27,0,0,0,0
721,1,26,28,0,0,0,0
722,1,26,29,0,0,0,0
723,1,26,30,0,0,0,0
724,1,26,31,0,0,0,0
725,1,26,32,0,0,0,0
726,1,26,33,0,0,0,0
727,1,26,34,0,0,0,0
728,1,26,35,0,0,0,0
729,1,27,1,0,0,0,0
730,1,27,2,0,0,0,0
731,1,27,3,0,0,0,0
732,1,27,4,0,0,0,0
733,1,27,5,0,0,0,0
734,1,27,6,0,0,0,0
735,1,27,7,0,0,0,0
736,1,27,8,0,0,0,0
737,1,27,9,0,0,0,0
738,1,27,10,0,0,0,0
739,1,27,11,0,0,0,0
740,1,27,12,0,0,0,0
741,1,27,13,0,0,0,0
742,1,27,14,0,0,0,0
743,1,27,15,0,0,0,0
744,1,27,16,0,0,0,0
745,1,27,17,0,0,0,0
746,1,27,18,0,0,0,0
747,1,27,19,0,0,0,0
748,1,27,20,0,0,0,0
749,1,27,21,0,0,0,0
750,1,27,22,0,0,0,0
751,1,27,23,0,0,0,0
752,1,27,24,0,0,0,0
753,1,27,25,0,0,0,0
754,1,27,26,0,0,0,0
755,1,27,27,0,0,0,0
756,1,27,28,0,0,0,0
757,1,27,29,0,0,0,0
758,1,27,30,0,0,0,0
759,1,27,31,0,0,0,0
760,1,27,32,0,0,0,0
761,1,27,33,0,0,0,0
762,1,27,34,0,0,0,0
763,1,27,35,0,0,0,0
764,1,27,36,0,0,0,0
765,1,27,37,0,0,0,0
766,1,27,38,0,0,0,0
767,1,27,39,0,0,0,0
768,1,27,40,0,0,0,0
769,1,27,41,0,0,0,0
770,1,27,42,0,0,0,0
771,1,27,43,0,0,0,0
772,1,27,44,0,0,0,0
773,1,27,45,0,0,0,0
774,1,27,46,0,0,0,0
775,1,28,1,0,0,0,0
776,1,28,2,0,0,0,0
777,1,28,3,0,0,0,0
778,1,28,4,0,0,0,0
779,1,28,5,0,0,0,0
780,1,28,6,0,0,0,0
781,1,28,7,0,0,0,0
782,1,28,8,0,0,0,0
783,1,28,9,0,0,0,0
784,1,28,10,0,0,0,0
785,1,28,11,0,0,0,0
786,1,28,12,0,0,0,0
787,1,28,13,0,0,0,0
788,1,28,14,0,0,0,0
789,1,28,15,0,0,0,0
790,1,28,16,0,0,0,0
791,1,28,17,0,0,0,0
792,1,28,18,0,0,0,0
793,1,28,19,0,0,0,0
794,1,28,20,0,0,0,0
795,1,28,21,0,0,0,0
796,1,28,22,0,0,0,0
797,1,29,1,0,0,0,0
798,1,29,2,0,0,0,0
799,1,29,3,0,0,0,0
800,1,29,4,0,0,0,0
801,1,29,5,0,0,0,0
802,1,29,6,0,0,0,0
803,1,29,7,0,0,0,0
804,1,29,8,0,0,0,0
805,1,29,9,0,0,0,0
806,1,29,10,0,0,0,0
807,1,29,11,0,0,0,0
808,1,29,12,0,0,0,0
809,1,29,13,0,0,0,0
810,1,29,14,0,0,0,0
811,1,29,15,0,0,0,0
812,1,29,16,0,0,0,0
813,1,29,17,0,0,0,0
814,1,29,18,0,0,0,0
815,1,29,19,0,0,0,0
816,1,29,20,0,0,0,0
817,1,29,21,0,0,0,0
818,1,29,22,0,0,0,0
819,1,29,23,0,0,0,0
820,1,29,24,0,0,0,0
821,1,29,25,0,0,0,0
822,1,29,26,0,0,0,0
823,1,29,27,0,0,0,0
824,1,29,28,0,0,0,0
825,1,29,29,0,0,0,0
826,1,29,30,0,0,0,0
827,1,29,31,0,0,0,0
828,1,29,32,0,0,0,0
829,1,29,33,0,0,0,0
830,1,29,34,0,0,0,0
831,1,29,35,0,0,0,0
832,1,30,1,0,0,0,0
833,1,30,2,0,0,0,0
834,1,30,3,0,0,0,0
835,1,30,4,0,0,0,0
836,1,30,5,0,0,0,0
837,1,30,6,0,0,0,0
838,1,30,7,0,0,0,0
839,1,30,8,0,0,0,0
840,1,30,9,0,0,0,0
841,1,30,10,0,0,0,0
842,1,30,11,0,0,0,0
843,1,30,12,0,0,0,0
844,1,30,13,0,0,0,0
845,1,30,14,0,0,0,0
846,1,30,15,0,0,0,0
847,1,30,16,0,0,0,0
848,1,30,17,0,0,0,0
849,1,30,18,0,0,0,0
850,1,30,19,0,0,0,0
851,1,30,20,0,0,0,0
852,1,30,21,0,0,0,0
853,1,30,22,0,0,0,0
854,1,30,23,0,0,0,0
855,1,30,24,0,0,0,0
856,1,30,25,0,0,0,0
857,1,30,26,0,0,0,0
858,1,30,27,0,0,0,0
859,1,30,28,0,0,0,0
860,1,30,29,0,0,0,0
861,1,30,30,0,0,0,0
862,1,30,31,0,0,0,0
863,1,30,32,0,0,0,0
864,1,30,33,0,0,0,0
865,1,30,34,0,0,0,0
866,1,30,35,0,0,0,0
867,1,30,36,0,0,0,0
868,1,30,37,0,0,0,0
869,1,30,38,0,0,0,0
870,1,30,39,0,0,0,0
871,1,30,40,0,0,0,0
872,1,30,41,0,0,0,0
